lambda,val_macro_auroc,causal_inversion_rate_%
0.05,0.7544411492485933,87.78280542986425
0.1,0.7692743645687848,87.93363499245852
0.15,0.7672003372074631,86.67672197083962
0.2,0.7683284525242918,83.40874811463047
0.25,0.7649051152644887,84.91704374057315
